ticker,issuer,portfolio_pct,shares,value,reported_price,activity
WBD,Warner Bros. Discovery Inc.,11.68,20000000,533200000.0,26.66,Buy
AMZN,Amazon.com Inc.,9.13,1750000,417095000.0,238.34,Reduce 9.79%
GOOGL,Alphabet Inc.,8.02,1025000,366304000.0,357.37,Add 485.71%
CRH,CRH plc,5.14,2195000,234865000.0,107.0,Add 15.53%
TDS,Telephone & Data Systems,5.09,6275000,232238000.0,37.01,Reduce 4.92%
TSM,Taiwan Semiconductor S.A.,4.81,460000,219682000.0,477.57,Add 67.27%
LYV,Live Nation Inc.,4.55,1135000,207830000.0,183.11,Add 144.09%
KEYS,Keysight Technologies Inc.,4.48,585000,204791000.0,350.07,Buy
SGI,Somnigroup International Inc.,4.41,2570769,201548000.0,78.4,Add 13.21%
XYZ,Block Inc.,4.26,2558943,194480000.0,76.0,Buy
NSC,Norfolk Southern Corp.,4.13,600000,188754000.0,314.59,Add 500.00%
FLEX,Flex Ltd.,3.66,1030000,166932000.0,162.07,Buy
COF,Capital One Financial,3.62,825000,165512000.0,200.62,Add 489.29%
HUT,Hut 8 Corp,3.32,1315000,151810000.0,115.44,Add 51.23%
CRS,Carpenter Technology,2.9,215000,132621000.0,616.84,Reduce 30.65%
APG,APi Group Corp.,2.66,2865000,121333000.0,42.35,Add 41.13%
MTZ,MasTec Inc.,2.64,290000,120657000.0,416.06,Reduce 9.38%
TDG,TransDigm Group Inc.,2.3,79000,105231000.0,1332.04,Add 216.00%
DHR,Danaher Corp.,2.25,540000,102859000.0,190.48,Add 2.86%
UNP,Union Pacific,2.08,350000,95200000.0,272.0,Add 250.00%
TTMI,TTM Technologies Inc.,2.07,505000,94445000.0,187.02,Buy
PFGC,Performance Food Group,1.65,675000,75458000.0,111.79,Buy
ASML,ASML Holding NV,1.31,30000,59606000.0,1986.87,Add 150.00%
SYY,Sysco Corp.,1.05,580000,48157000.0,83.03,Buy
ARES,Ares Management LP,0.91,375000,41741000.0,111.31,Buy
SPCX,Space Exploration Technologies Corp.,0.67,180415,30826000.0,170.86,Buy
SRTA,Strata Critical Medical Inc.,0.58,5000000,26350000.0,5.27,
SPRY,Ars Pharmaceuticals Inc,0.18,1000000,8010000.0,8.01,
AUR,Aurora Innovation Inc.,0.15,1032463,7041000.0,6.82,
HTZWW,Hertz Global Hldgs Inc. WTS,0.09,3970000,4327000.0,1.09,
FLYX,Flyexclusive Inc,0.04,1022000,2044000.0,2.0,
BLCO,Bausch + Lomb Corp,0.03,85000,1408000.0,16.56,Buy
CORZ,Core Scientific Inc,0.03,54000,1382000.0,25.59,Buy
EROC,Erock Inc A,0.03,83030,1204000.0,14.5,Buy
APLD,Applied Digital Corp,0.02,22000,821000.0,37.32,Buy
AUROW,Aurora Innovation Inc. WTS,0.01,1835000,587000.0,0.32,
WOLF,Wolfspeed Inc.,0.01,10000,483000.0,48.3,Buy
FLYX.WS,Eg Acquisition Corp A  WTS28,0.0,367499,77000.0,0.21,
